item,itemLabel,year,journalLabel,languageOfWorkLabel,mainSubjectLabel,authors
http://www.wikidata.org/entity/Q63433973,Robustifying Scholia: paving the way for knowledge discovery and research assessment through Wikidata,2019-05-02T00:00:00Z,Research Ideas and Outcomes,English,Scholia,"Daniel Mietchen, Finn Årup Nielsen, Egon Willighagen, Lane Rasberry"
http://www.wikidata.org/entity/Q104213849,Wikidata as a FAIR knowledge graph for the life sciences,2019-10-21T00:00:00Z,,,life sciences,"Benjamin M. Good, Andrew I. Su, Andra Waagmeester, Gregory Stupp, Obi Griffith, Egon Willighagen, Sarah M Keating, Kevin Hybiske, Lynn Schriml, Núria Queralt Rosinach, Malachi Griffith, Thomas Shafee, Chunlei Wu, Daniel Mietchen, Roger Tu, Michael Mayers, Sabah Ul-Hasan, Katherine Thornton, Anders Riutta, Denise Slenter, Ginger Tsueng, Toby Hudson, Elvira Mitraka, Sebastian Burgstaller-Muehlbacher, Alexander R. Pico, Henning Hermjakob, Kristina Hanspers, Timothy Elliott Putman, Magnus Manske, Ralf Stephan"
http://www.wikidata.org/entity/Q111656891,Promoting Vanderbilt Divinity Publications on Wikidata,2022-01-26T00:00:00Z,TCB: Technical Services in Religion & Theology,English,WikiCite,Charlotte Lew
http://www.wikidata.org/entity/Q99440037,Representing COVID-19 information in collaborative knowledge graphs: a study of Wikidata,2020-09-14T00:00:00Z,Zenodo,English,SARS-CoV-2,"Dariusz Jemielniak, Daniel Mietchen, Diptanshu Das, Mossab Banat, Houcemeddine Turki, José Emilio Labra Gayo, Mohamed Ali Hadj Taieb, Thomas Shafee, Mohamed Ben Aouicha, Tiago Lubiana"
http://www.wikidata.org/entity/Q121283797,WikiMed-DE: Constructing a Silver-Standard Dataset for German Biomedical Entity Linking using Wikipedia and Wikidata,2023-01-01T00:00:00Z,,English,German,Steffen Staab
http://www.wikidata.org/entity/Q121283797,WikiMed-DE: Constructing a Silver-Standard Dataset for German Biomedical Entity Linking using Wikipedia and Wikidata,2023-01-01T00:00:00Z,,English,Wikidata,Steffen Staab
http://www.wikidata.org/entity/Q96306941,#Nearby. Landeskunde und Citizen Science mit Pandemie im Frühjahr 2020,2020-09-27T00:00:00Z,Informationspraxis,German,domestic studies,Jens Bemme
http://www.wikidata.org/entity/Q121283797,WikiMed-DE: Constructing a Silver-Standard Dataset for German Biomedical Entity Linking using Wikipedia and Wikidata,2023-01-01T00:00:00Z,,English,Wikipedia,Steffen Staab
http://www.wikidata.org/entity/Q87813147,LC-QuAD 2.0: A Large Dataset for Complex Question Answering over Wikidata and DBpedia,2019-01-01T00:00:00Z,"The Semantic Web – ISWC 2019: 18th International Semantic Web Conference, Auckland, New Zealand, October 26–30, 2019, Proceedings, Part II",English,question answering,"Jens Lehmann, Debayan Banerjee, Mohnish Dubey"
http://www.wikidata.org/entity/Q103899610,"Biblioteche e bibliotecari nel Wikiproject Covid-19: authority control, contenuti di qualità e linked open data",2020-11-16T00:00:00Z,AIB studi,Italian,WikiProject COVID-19,"Alessandra Boccone, Tania Maio"
http://www.wikidata.org/entity/Q119399045,Die Datenlaube – Citizen Science & digital historical auxiliary science,2023-06-12T00:00:00Z,Citizen Science in the Historical Sciences,German,Die Datenlaube,"Jens Bemme, Christian Erlinger"
http://www.wikidata.org/entity/Q102041565,Open Citizen Science: Leitbild für kuratorische Praktiken in Wissenschaftlichen Bibliotheken,2020-11-23T00:00:00Z,Bibliotheken als Orte kuratorischer Praxis,German,open data,"Jens Bemme, Martin Munke"
http://www.wikidata.org/entity/Q99440037,Representing COVID-19 information in collaborative knowledge graphs: a study of Wikidata,2020-09-14T00:00:00Z,Zenodo,English,Wikidata,"Dariusz Jemielniak, Daniel Mietchen, Houcemeddine Turki, Diptanshu Das, Mossab Banat, José Emilio Labra Gayo, Mohamed Ali Hadj Taieb, Thomas Shafee, Mohamed Ben Aouicha, Tiago Lubiana"
http://www.wikidata.org/entity/Q41078402,"One Knowledge Graph to Rule Them All? Analyzing the Differences Between DBpedia, YAGO, Wikidata & co",2017-01-01T00:00:00Z,"KI 2017: Advances in Artificial Intelligence: 40th Annual German Conference on AI, Dortmund, Germany, September 25–29, 2017, Proceedings",English,data quality of Wikidata,Heiko Paulheim
http://www.wikidata.org/entity/Q50281960,Trill: A Reusable Front-End for QA Systems,2017-01-01T00:00:00Z,The Semantic Web: ESWC 2017 Satellite Events,English,DBpedia,"Dennis Diefenbach, Pierre Maret, Andreas Both"
http://www.wikidata.org/entity/Q120121124,Construction and Optimization of Organizational Category Tree Based on Wikidata,2018-01-01T00:00:00Z,Journal of the National Library of China,Chinese,Wikidata,
http://www.wikidata.org/entity/Q87830400,Wikidata as a knowledge graph for the life sciences,2020-03-17T00:00:00Z,eLife,English,knowledge graph of science,"Daniel Mietchen, Andra Waagmeester, Benjamin M. Good, Andrew I. Su, Egon Willighagen, Timothy Elliott Putman, Elvira Mitraka, Sebastian Burgstaller-Muehlbacher, Alexander R. Pico, Henning Hermjakob, Kristina Hanspers, Magnus Manske, Katherine Thornton, Anders Riutta, Denise Slenter, Sarah M Keating, Kevin Hybiske, Ginger Tsueng, Toby Hudson, Gregory Stupp, Lynn Schriml, Núria Queralt Rosinach, Ralf Stephan, Roger Tu, Michael Mayers, Obi Griffith, Malachi Griffith, Thomas Shafee, Chunlei Wu, Sabah Ul-Hasan"
http://www.wikidata.org/entity/Q116789791,BHL is Round Tripping Persistent Identifiers with the Wikidata Query Service,2023-02-15T00:00:00Z,,English,Biodiversity Heritage Library,"Siobhan Leachman, JJ Dearborn"
http://www.wikidata.org/entity/Q113231043,Serbian ELTeC Sub-Collection in Wikidata,2022-02-14T00:00:00Z,Infotheca: Journal for Digital Humanities,,Wikidata,
http://www.wikidata.org/entity/Q57231825,Which Knowledge Graph Is Best for Me?,2018-09-28T00:00:00Z,arXiv,English,knowledge graph,"Achim Rettinger, Michael Färber"
http://www.wikidata.org/entity/Q62015380,Libraries and Wikimedia : common strategies for open access to knowledge and collaborative construction of free knowledge,2017-01-01T00:00:00Z,JLIS.it,Italian,commons,Luigi Catalani
http://www.wikidata.org/entity/Q28942543,Building automated vandalism detection tools for Wikidata,2017-03-10T00:00:00Z,Proceedings of the 26th International Conference on World Wide Web Companion,English,Wikidata,"Aaron Halfaker, Dario Taraborelli, Amir Sarabadani"
http://www.wikidata.org/entity/Q115055566,Analysing the Evolution of Community-Driven (Sub-)Schemas within Wikidata,2022-11-04T00:00:00Z,Proceedings of the 3rd Wikidata Workshop 2022,English,Wikidata,"Mario Scrocca, Sofia Baroncini, Margherita Martorana, Zuzanna Śmiech"
http://www.wikidata.org/entity/Q112041345,"The role of the Wikidata librarian in a renewed Bibliographical Universe: “next generation metadata”, next generation librarians",2022-01-01T00:00:00Z,JLIS.it,Italian,metadata librarian,Alessandra Boccone
http://www.wikidata.org/entity/Q50813856,Geospatial data and Scholia,2018-03-18T00:00:00Z,Proceedings of the 3rd International Workshop on Geospatial Linked Data and the 2nd Workshop on Querying the Web of Data,English,geographic information,"Egon Willighagen, Daniel Mietchen, Finn Årup Nielsen"
http://www.wikidata.org/entity/Q52824698,Wikidata: a platform for your library’s linked open data,2018-05-04T00:00:00Z,Code4Lib Journal,English,open data,"Stacy Allison-Cassin, Dan Scott"
http://www.wikidata.org/entity/Q104099847,"Wikidata at Fondazione Levi (Venice, Italy). A Case Study for the Publication of Data about Fondo Gambara, a Collection of 202 Musicians’ Portraits",2020-09-15T00:00:00Z,JLIS.it,,Gambara Bovardi collection,"Carlo Bianchini, Pasquale Spinelli"
http://www.wikidata.org/entity/Q100722699,Encoding Knowledge Graph Entity Aliases in Attentive Neural Network for Wikidata Entity Linking,2020-01-01T00:00:00Z,Web Information Systems Engineering – WISE 2020,English,knowledge graph,"María-Esther Vidal, Sören Auer, Saeedeh Shekarpour, Isaiah Onando Mulang’, Kuldeep Singh"
http://www.wikidata.org/entity/Q110292457,Auf Alt-Leipziger Kneipentour durch Raum und Zeit – eine Projektskizze,2021-12-28T00:00:00Z,saxorum.hypotheses.org,German,Deutsches Zeitungsportal,Alan Riedel
http://www.wikidata.org/entity/Q96614562,Introducing Lexical Masks: a New Representation of Lexical Entries for Better Evaluation and Exchange of Lexicons,2020-05-01T00:00:00Z,Proceedings of The 12th Language Resources and Evaluation Conference,English,lexicography,"Denny Vrandečić, Daniel Calvelo Aros"
http://www.wikidata.org/entity/Q99440037,Representing COVID-19 information in collaborative knowledge graphs: a study of Wikidata,2020-09-14T00:00:00Z,Zenodo,English,SPARQL,"Dariusz Jemielniak, Daniel Mietchen, Houcemeddine Turki, Diptanshu Das, Mossab Banat, José Emilio Labra Gayo, Mohamed Ali Hadj Taieb, Thomas Shafee, Mohamed Ben Aouicha, Tiago Lubiana"
http://www.wikidata.org/entity/Q110554574,Approaches to measure class importance in Knowledge Graphs,2021-06-10T00:00:00Z,PLOS One,English,knowledge graph,"Sebastian Hellmann, José Emilio Labra Gayo, Daniel Fernández-Álvarez"
http://www.wikidata.org/entity/Q115121491,Leveraging Wikidata’s edit history in knowledge graph refinement tasks,,,English,Wikidata,
http://www.wikidata.org/entity/Q110623130,Wikidata: a new perspective towards universal bibliographic control,2022-01-01T00:00:00Z,JLIS.it,English,cataloging,"Carlo Bianchini, Lucia Sardo"
http://www.wikidata.org/entity/Q117808220,A Semi-Automatic Semantic-Model-Based Comparison Workflow for Archaeological Features on Roman Ceramics,2023-04-13T00:00:00Z,International Journal of Geo Information,English,Wikidata,"Florian Thiery, Allard Wijnand Mees, Laura Raddatz, Jonas Veller, Louise Rokohl"
http://www.wikidata.org/entity/Q56765124,Gender gap through time and space: A journey through Wikipedia biographies via the Wikidata Human Gender Indicator,2018-06-18T00:00:00Z,New Media & Society,English,biographies in Wikipedia,"Maximilian Klein, Piotr Konieczny"
http://www.wikidata.org/entity/Q118792808,Evaluation of a Representative Selection of SPARQL Query Engines using Wikidata,2023-05-22T00:00:00Z,"The Semantic Web: 20th International Conference, ESWC 2023, Hersonissos, Crete, Greece, May 28–June 1, 2023, Proceedings",English,SPARQL query endpoint,"Brian Elvesæter, An Ngoc Lam, Francisco Martin-Recuerda"
http://www.wikidata.org/entity/Q21503284,Wikidata: A platform for data integration and dissemination for the life sciences and beyond,2015-11-16T00:00:00Z,Proceedings of the 8th International Conference on Semantic Web Applications and Tools for Life Sciences,English,data integration,"Andra Waagmeester, Benjamin M. Good, Andrew I. Su, Lynn Schriml, Sebastian Burgstaller-Muehlbacher, Elvira Mitraka"
http://www.wikidata.org/entity/Q57273080,Science Stories: Using IIIF and Wikidata to Create a Linked-Data Application,2018-09-24T00:00:00Z,"Proceedings of the ISWC 2018 Posters & Demonstrations, Industry and Blue Sky Ideas Tracks",English,International Image Interoperability Framework,"Katherine Thornton, Kenneth Seals-Nutt"
http://www.wikidata.org/entity/Q62747791,Görlitzer Schätze hinter dicken Mauern,2013-11-07T00:00:00Z,Wikimedia Germany Blog,German,GLAM on Tour,Conrad Nutschan
http://www.wikidata.org/entity/Q93634446,Nearby: die St.-Jakobus-Kirche in Pesterwitz,2020-05-08T00:00:00Z,saxorum.hypotheses.org,German,Wikimedia Commons,Jens Bemme
http://www.wikidata.org/entity/Q38918394,What Makes a Good Collaborative Knowledge Graph: Group Composition and Quality in Wikidata,2017-09-03T00:00:00Z,"Social Informatics: 9th International Conference, SocInfo 2017, Oxford, UK, September 13-15, 2017, Proceedings, Part I",English,knowledge graph,"Elena Simperl, Alessandro Piscopo, Christopher Phethean"
http://www.wikidata.org/entity/Q45322945,Neural Wikipedian: Generating Textual Summaries from Knowledge Base Triples,2017-11-01T00:00:00Z,Journal of Web Semantics,English,natural language generation,"Lucie-Aimée Kaffee, Elena Simperl, Hady Elsahar, Pavlos Vougiouklis, Jonathon Hare, Christophe Gravier, Frédérique Laforest"
http://www.wikidata.org/entity/Q117221094,Alignment of Wikidata lexemes and Det Centrale Ordregister,2023-03-20T00:00:00Z,Proceedings of the 24th Nordic Conference on Computational Linguistics (NoDaLiDa),,Det Centrale Ordregister,Finn Årup Nielsen
http://www.wikidata.org/entity/Q110409845,Wikidata: A Magic Portal for Siegfried and Roy,2021-01-01T00:00:00Z,,,Shape Expressions,Katherine Thornton
http://www.wikidata.org/entity/Q66858157,Wikidata from a Research Perspective -- A Systematic Mapping Study of Wikidata,2019-08-29T00:00:00Z,arXiv,English,data quality of Wikidata,"Claudia Müller-Birn, Mariam Farda-Sarbas"
http://www.wikidata.org/entity/Q96306941,#Nearby. Landeskunde und Citizen Science mit Pandemie im Frühjahr 2020,2020-09-27T00:00:00Z,Informationspraxis,German,Linked Open Storytelling,Jens Bemme
http://www.wikidata.org/entity/Q27261879,Classification of Knowledge Organization Systems with Wikidata,2016-09-01T00:00:00Z,Proceedings of the 15th European Networked Knowledge Organization Systems Workshop,English,data quality of Wikidata,Jakob Voss
http://www.wikidata.org/entity/Q114777095,"WikiMetaData Studio: Dashboards From Data Profiling the Languages, Properties, and Items of Wikidata",2021-10-14T00:00:00Z,Proceedings of the 2nd Wikidata Workshop (Wikidata 2021),English,Wikidata,
http://www.wikidata.org/entity/Q63439710,Learning to Map Wikidata Entities To Predefined Topics,2019-01-01T00:00:00Z,Companion Proceedings of The 2019 World Wide Web Conference on - WWW '19,English,entity linking,
http://www.wikidata.org/entity/Q42309704,Using Word Embeddings for Search in Linked Data with Ontodia,2017-10-22T00:00:00Z,Proceedings of the ISWC 2017 Posters & Demonstrations and Industry Tracks,English,Wikidata,
http://www.wikidata.org/entity/Q89802705,“Places around you” – Saxonica und Landeskunde können helfen Abstand zu halten und Nähe zu gewinnen,2020-04-08T00:00:00Z,saxorum.hypotheses.org,German,Wikidata,Jens Bemme
http://www.wikidata.org/entity/Q108971298,Multilinguales regionales Weltwissen – Regiowikis mit Wikipedia-Sprachversionen in Wikidata verknüpfen,2021-10-20T00:00:00Z,saxorum.hypotheses.org,German,Wikidata,Christian Erlinger
http://www.wikidata.org/entity/Q45322945,Neural Wikipedian: Generating Textual Summaries from Knowledge Base Triples,2018-07-01T00:00:00Z,Journal of Web Semantics,English,natural language generation,"Lucie-Aimée Kaffee, Elena Simperl, Hady Elsahar, Pavlos Vougiouklis, Jonathon Hare, Christophe Gravier, Frédérique Laforest"
http://www.wikidata.org/entity/Q112143478,The LOTUS initiative for open knowledge management in natural products research,2022-05-26T00:00:00Z,eLife,English,linked data,"Christoph Steinbeck, Roderic D. M. Page, Egon Willighagen, Arnaud Gaudry, Guido F Pauli, Jakub Galgonek, Jean-Luc Wolfender, Pierre-Marie Allard, Jonathan Bisson, Jiří Vondrášek, James G Graham, Maria Sorokina, Ralf Stephan, Adriano Rutz, Daniel Mietchen"
http://www.wikidata.org/entity/Q116031842,User-friendly Comparison of Similarity Algorithms on Wikidata,2021-08-11T00:00:00Z,,English,Wikidata,"Pedro Szekely, Filip Ilievski"
http://www.wikidata.org/entity/Q64712116,The bibliographic metadata in Wikidata: Wikicite and the «Bibliothecae.it» case study,2019-06-12T00:00:00Z,Bibliothecae.it,Italian,bibliographic metadata,"Remo Rivelli, Alessandra Boccone"
http://www.wikidata.org/entity/Q79377127,"Wikidata, WikiCite y Scholia como herramientas para un corpus de datos bibliográficos enlazados. Curación y estructuración de la producción científica de los investigadores del IATEXT",2019-01-01T00:00:00Z,Prisma.com,Spanish,Scholia,"Manuel Ramírez Sánchez, Gregorio Rodríguez Herrera, Iván Hernández Cazorla"
http://www.wikidata.org/entity/Q26707522,Enabling Open Science: Wikidata for Research (Wiki4R),2015-12-22T00:00:00Z,Research Ideas and Outcomes,English,citizen science,"Lydia Pintscher, Egon Willighagen, Daniel Mietchen, Asunción Gómez Pérez, Daniel Kinzler, Gregor Hagedorn, Eduard Aibar, Alastair Dunning, Karima Rafes, Cécile Germain, Mariano Rico"
http://www.wikidata.org/entity/Q107395304,Call for blog posts for the multilingual knowledge of the near surroundings with ‚Nearby‘ queries,2021-07-02T00:00:00Z,saxorum.hypotheses.org,English,Wikidata,Jens Bemme
http://www.wikidata.org/entity/Q66058247,Wikidata as a linked-data hub for Biodiversity data,2019-06-18T00:00:00Z,,English,Wikidata,"Andrew I. Su, Andra Waagmeester, Lynn Schriml"
http://www.wikidata.org/entity/Q114796466,Order Studies and Standard Data - the Example of the Royal Saxon House Order of the Raven Crown,2022-10-13T00:00:00Z,saxorum.hypotheses.org,German,Gemeinsame Normdatei,
http://www.wikidata.org/entity/Q41799194,"Scholia, Scientometrics and Wikidata",2017-05-28T00:00:00Z,The Semantic Web: ESWC 2017 Satellite Events,English,Semantic Web,"Egon Willighagen, Daniel Mietchen, Finn Årup Nielsen"
http://www.wikidata.org/entity/Q61605356,Open Research Knowledge Graph: towards machine actionability in scholarly communication,2019-01-30T00:00:00Z,Proceedings of the 10th International Conference on Knowledge Capture,English,digital library,"Sören Auer, Mohamad Yaser Jaradeh, Gábor Kismihók, Markus Stocker, Kheir Eddine Farfar"
http://www.wikidata.org/entity/Q106697289,Knowledge graphs and wikidata subsetting,2021-04-02T00:00:00Z,BioHackrXiv,,knowledge graph,"Andra Waagmeester, Egon Willighagen, Daniel Mietchen, Leyla Garcia, Alasdair J. G. Gray, Eric G. Prud'hommeaux, Denise Slenter, Harold Solbrig, José Emilio Labra Gayo, Dan Brickley, Ammar Ammar, Daniel Fernández-Álvarez, Alejandro González Hevia"
http://www.wikidata.org/entity/Q106861870,"KORE 50^DYWC: An Evaluation Data Set for Entity Linking Based on DBpedia, YAGO, Wikidata and Crunchbase",2020-01-01T00:00:00Z,,English,entity linking,Michael Färber
http://www.wikidata.org/entity/Q50558199,How we're using machine learning to visually enrich Wikidata,2018-03-14T00:00:00Z,Wikimedia Blog,English,illustration,Miriam Redi
http://www.wikidata.org/entity/Q107573009,‚The Data Arbor‘: Open Citizen Science with Linked Open Storytelling in Unlocking the ‚Garden Arbor‘,2021-08-02T00:00:00Z,Public Humanities,English,Die Datenlaube,Jens Bemme
http://www.wikidata.org/entity/Q64862991,Validating Danish Wikidata lexemes,2019-06-28T00:00:00Z,Proceedings of the Posters and Demo Track of the 15th International Conference on Semantic Systems,English,Shape Expressions,"Finn Årup Nielsen, Katherine Thornton, José Emilio Labra Gayo"
http://www.wikidata.org/entity/Q28973051,Wikidatians are born: paths to full participation in a collaborative structured knowledge base,2017-01-01T00:00:00Z,Proceedings of the 50th Hawaii International Conference on System Sciences,English,collaboration,"Elena Simperl, Alessandro Piscopo, Christopher Phethean"
http://www.wikidata.org/entity/Q117808220,A Semi-Automatic Semantic-Model-Based Comparison Workflow for Archaeological Features on Roman Ceramics,2023-04-13T00:00:00Z,International Journal of Geo Information,English,ceramic,"Florian Thiery, Allard Wijnand Mees, Laura Raddatz, Jonas Veller, Louise Rokohl"
http://www.wikidata.org/entity/Q104150952,Novel Approaches to the Development and Application of Informetric and Scientometric Tools,2020-11-21T00:00:00Z,Journal of Data and Information Science,,Scholia,"Giuseppe Catalano, Jacqueline Leta, Cinzia Daraio, Giancarlo Ruocco, Henk F. Moed"
http://www.wikidata.org/entity/Q100979427,ORCID for Wikidata. Data enrichment for scientometric applications,2020-10-01T00:00:00Z,Proceedings of The 1st Wikidata Workshop,English,scientometrics,"Klaus Tochtermann, Jakob Voss, Konrad Förstner, Carsten Schultz, Lukas Galke, Tetyana Melnychuk, Eva Seidlmayer"
http://www.wikidata.org/entity/Q108215166,Questioning Street Names Leipzig,2021-08-23T00:00:00Z,saxorum.hypotheses.org,English,Wikidata,
http://www.wikidata.org/entity/Q109950604,Survey on English Entity Linking on Wikidata,2021-12-03T00:00:00Z,"Semantic Web: Interoperability, Usability, Applicability",English,Wikidata,"Jens Lehmann, Ricardo Usbeck, Cedric Möller"
http://www.wikidata.org/entity/Q109950604,Survey on English Entity Linking on Wikidata,2021-12-03T00:00:00Z,"Semantic Web: Interoperability, Usability, Applicability",English,English,"Jens Lehmann, Ricardo Usbeck, Cedric Möller"
http://www.wikidata.org/entity/Q61217831,"„Eisberg voraus!“ – Sächsische Landeskunde mit SXRM, Wikisource und Wikidata",2019-01-30T00:00:00Z,Saxorum,German,domestic studies,Jens Bemme
http://www.wikidata.org/entity/Q114838996,Easily setting up a local Wikidata SPARQL endpoint using the qEndpoint,2022-11-04T00:00:00Z,Proceedings of the 3rd Wikidata Workshop 2022,English,SPARQL endpoint,"Dennis Diefenbach, Pierre Maret, Antoine Willerval"
http://www.wikidata.org/entity/Q30158046,Linking Named Entities in Dutch Historical Newspapers,2016-01-01T00:00:00Z,"Metadata and Semantics Research: 10th International Conference, MTSR 2016, Göttingen, Germany, November 22-25, 2016, Proceedings",English,newspaper,Theo van Veen
http://www.wikidata.org/entity/Q41072431,Wikidata as a linking hub for knowledge organization systems? Integrating an authority mapping into Wikidata and learning lessons for KOS mappings,2017-09-23T00:00:00Z,Proceedings of the 17th European Networked Knowledge Organization Systems Workshop,English,Wikidata,Joachim Neubert
http://www.wikidata.org/entity/Q105332598,Die mehrsprachige Datenlaube – obersorbisch beispielsweise,2021-02-05T00:00:00Z,Die Datenlaube,German,QuickStatements,Christian Erlinger
http://www.wikidata.org/entity/Q26912459,WikiReading: A Novel Large-scale Language Understanding Task over Wikipedia,2016-01-01T00:00:00Z,Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics,English,Wikidata,"Llion Jones, Illia Polosukhin"
http://www.wikidata.org/entity/Q26912459,WikiReading: A Novel Large-scale Language Understanding Task over Wikipedia,2016-01-01T00:00:00Z,Proceedings of the 54th Annual Meeting of the Association for Computational Linguistics,English,Wikipedia,"Llion Jones, Illia Polosukhin"
http://www.wikidata.org/entity/Q117803289,A Study of Concept Similarity in Wikidata,,,English,Wikidata,"Pedro Szekely, Filip Ilievski, Hans Chalupsky, Kartik Shenoy, Nicholas Klein"
http://www.wikidata.org/entity/Q112659882,Digital scholarly communication in and with the Wikiverse. Experiences from SLUB Dresden,2022-06-21T00:00:00Z,027.7,German,Wikisource,"Martin Munke, Jens Bemme"
http://www.wikidata.org/entity/Q50281845,Platypus – A Multilingual Question Answering Platform for Wikidata,2018-02-14T00:00:00Z,,English,Wikidata,"Thomas Pellissier Tanon, Fabian M. Suchanek"
http://www.wikidata.org/entity/Q62747791,Görlitzer Schätze hinter dicken Mauern,2013-11-07T00:00:00Z,Wikimedia Germany Blog,German,Upper Lusatian house,Conrad Nutschan
http://www.wikidata.org/entity/Q27037396,Applying a Multi-Level Modeling Theory to Assess Taxonomic Hierarchies in Wikidata,2016-04-01T00:00:00Z,Proceedings of the 25th International Conference Companion on World Wide Web,English,Wikidata,Giancarlo Guizzardi
http://www.wikidata.org/entity/Q57933185,Practical Linked Data Access via SPARQL: The Case of Wikidata,2018-05-24T00:00:00Z,,English,data access,"Markus Krötzsch, Julius Gonsior, Adrian Bielefeldt"
http://www.wikidata.org/entity/Q41799194,"Scholia, Scientometrics and Wikidata",2017-05-28T00:00:00Z,The Semantic Web: ESWC 2017 Satellite Events,English,scientometrics,"Egon Willighagen, Daniel Mietchen, Finn Årup Nielsen"
http://www.wikidata.org/entity/Q109684436,A Chinese Multi-type Complex Questions Answering Dataset over Wikidata,2021-11-11T00:00:00Z,,English,CLC-QuAD,
http://www.wikidata.org/entity/Q109303819,Q109303819,2018-10-06T00:00:00Z,,,digital art history,Thorsten Wuebbena
http://www.wikidata.org/entity/Q43197687,Peer-production system or collaborative ontology engineering effort: what is Wikidata?,2015-01-01T00:00:00Z,Proceedings of the 11th International Symposium on Open Collaboration,English,peer production system,"Claudia Müller-Birn, Markus Luczak-Roesch, Janette Lehmann"
http://www.wikidata.org/entity/Q112119114,Improving Candidate Retrieval with Entity Profile Generation for Wikidata Entity Linking,2022-02-27T00:00:00Z,,English,Wikidata,
http://www.wikidata.org/entity/Q100979570,Global Vertex Similarity for Large-Scale Knowledge Graphs,2020-10-01T00:00:00Z,Proceedings of The 1st Wikidata Workshop,English,knowledge graph,"Marco Antonio Caballero, Aidan Hogan"
http://www.wikidata.org/entity/Q27061865,Genre Ontology Learning: Comparing Curated with Crowd-Sourced Ontologies,2016-01-01T00:00:00Z,,English,DBpedia,
http://www.wikidata.org/entity/Q100979427,ORCID for Wikidata. Data enrichment for scientometric applications,2020-10-01T00:00:00Z,Proceedings of The 1st Wikidata Workshop,English,bibliometrics,"Klaus Tochtermann, Jakob Voss, Konrad Förstner, Carsten Schultz, Lukas Galke, Tetyana Melnychuk, Eva Seidlmayer"
http://www.wikidata.org/entity/Q108215166,Questioning Street Names Leipzig,2021-08-23T00:00:00Z,saxorum.hypotheses.org,German,Leipzig,
http://www.wikidata.org/entity/Q62747324,The treasure behind Görlitz’s age-old walls,2013-11-14T00:00:00Z,Wikimedia Blog,English,citizen science,Conrad Nutschan
http://www.wikidata.org/entity/Q89071278,Regionale Kulturdatenquellen: alte Texte über Sachsen mit Wikisource verbessern,2020-03-31T00:00:00Z,saxorum.hypotheses.org,German,COVID-19 pandemic,Jens Bemme
http://www.wikidata.org/entity/Q110768110,Bibliometric analysis with Wikidata: the Comunicar case,2021-01-01T00:00:00Z,BiD: Textos Universitaris de Biblioteconomia i Documentació,Catalan,Comunicar,Ángel Obregón Sierra
http://www.wikidata.org/entity/Q116024651,Modelling doctoral dissertations in Wikidata knowledge graph: Selected issues,2023-01-01T00:00:00Z,The Journal of Academic Librarianship,English,Wikidata,Marcin Roszkowski
http://www.wikidata.org/entity/Q105829431,Representing COVID-19 information in collaborative knowledge graphs: the case of Wikidata,2021-09-28T00:00:00Z,"Semantic Web: Interoperability, Usability, Applicability",,FAIR data,"Daniel Mietchen, Thomas Shafee, Eric Youngstrom, Diptanshu Das, Houcemeddine Turki, Mossab Banat, José Emilio Labra Gayo, Mohamed Ben Aouicha, Mohamed Ali Hadj Taieb, WikiProject COVID-19, Dariusz Jemielniak, Tiago Lubiana"
http://www.wikidata.org/entity/Q121536471,Die Datenlaube is coming to school: links and sources for special learning achievements,2023-08-17T00:00:00Z,saxorum.hypotheses.org,German,Joachim Ringelnatz,"Jens Bemme, Juliane Flade"
http://www.wikidata.org/entity/Q100052578,Commonsense Knowledge in Wikidata,2020-08-18T00:00:00Z,Proceedings of The 1st Wikidata Workshop,English,ConceptNet,"Daniel Schwabe, Pedro Szekely, Filip Ilievski"
http://www.wikidata.org/entity/Q110525771,Reference Statistics in Wikidata Topical Subsets,2021-10-14T00:00:00Z,Proceedings of the 2nd Wikidata Workshop (Wikidata 2021),English,Wikidata,"Alasdair J. G. Gray, Fiona J. McNeill, Seyed Amir Hosseini Beghaeiraveri"
http://www.wikidata.org/entity/Q122761249,Using Large Language Models for Knowledge Engineering (LLMKE): A Case Study on Wikidata,2023-09-15T00:00:00Z,,English,large language model,"Elena Simperl, Albert Meroño-Peñuela, Bohui Zhang"
http://www.wikidata.org/entity/Q105829431,Representing COVID-19 information in collaborative knowledge graphs: the case of Wikidata,2021-09-28T00:00:00Z,"Semantic Web: Interoperability, Usability, Applicability",,COVID-19,"Daniel Mietchen, Thomas Shafee, Eric Youngstrom, Diptanshu Das, Houcemeddine Turki, Mossab Banat, José Emilio Labra Gayo, Mohamed Ben Aouicha, Mohamed Ali Hadj Taieb, WikiProject COVID-19, Dariusz Jemielniak, Tiago Lubiana"
http://www.wikidata.org/entity/Q68471881,Wikidata: A large-scale collaborative ontological medical database,2019-09-23T00:00:00Z,Journal of Biomedical Informatics,English,data collaboration,"Denny Vrandečić, Diptanshu Das, Houcemeddine Turki, Thomas Shafee, Mohamed Ben Aouicha, Mohamed Ali Hadj Taieb, Helmi Hamdi"
http://www.wikidata.org/entity/Q107636412,Learning to Recommend Items to Wikidata Editors,2021-06-23T00:00:00Z,"The Semantic Web – ISWC 2021: 20th International Semantic Web Conference, ISWC 2021, Virtual Event, October 24–28, 2021, Proceedings",English,machine learning,"Elena Simperl, Miaojing Shi"
